2018,塚本良太,米田貴雄,策力木格,宮路祐一,齋藤孝道,川井明,榎堀優,藤枝俊輔,金岡晃,梶克彦,鈴木浩,砂原秀樹,小林信博,小関義博,長谷川俊夫,松本光弘,立床雅司,出原章雄,氏家純也,徳永雄一,平井規郎,坂崎尚生
2017,藤本章宏,米田貴雄,横田耕一,策力木格,千田浩司,徳永雄一,榎堀優,廣井慧,藤枝俊輔,寺田直美,金岡晃,今野将,阿倍博信,砂原秀樹,本田新九郎,北上眞二,坂崎尚生,来間一郎,伊藤信治,若林正樹,廣岡孝志,森田伸義,三上修吾,礒川弘実,安細康介
2016,井上亮文,北村操代,長田俊明,宮路祐一,細井琢朗,梅津高朗,榎堀優,藤枝俊輔,安東孝二,山本太郎,烏谷彰,阿倍博信,砂原秀樹,伊藤雅弘,岡本昌之,田添宏治,西本寛,南圭祐,村上貴臣,毛カイ毅,米澤祐紀
2015,安次富大介,阿倍博信,安東孝二,井上亮文,内山彰,榎堀優,岡崎直宣,清原良三,鈴木秀和,山本太郎,米田貴雄,砂原秀樹,秋好一平,荒木俊則,安藤玲未,井ノ口真樹,岩松洋介,大西健夫,黒田貴之,中島一彰,西原康介,森田基樹,小川隆一,柏谷篤
2014,阿倍博信,安東孝二,猪俣敦夫,榎堀優,大谷拓郎,斉藤裕樹,重野寛,鈴木秀和,鈴木浩,砂原秀樹,関洋平,鳥居悟,野村佳秀,花田雄一,本多聡美,宗像一樹,村尾和哉,森信一郎,森川郁也,柳沼義典,山本太郎,米田貴雄
2013,阿倍博信,安東孝二,市川裕介,太田賢,大村廉,勝本道哲,金岡晃,斉藤典明,重野寛,白石陽,鈴木秀和,砂原秀樹,三上弾,峰野博史,村尾和哉,山本太郎,横山正典,米田貴雄
2012,阿倍博信,石原丈士,大村廉,岡原弘典,勝本道哲,金井秀明,小口正人,砂原秀樹,土井裕介,東村邦彦,峰野博史,山本太郎,吉田正幸,渡辺龍
2011,阿倍博信,石原丈士,岡原弘典,小口正人,斉藤裕樹,竹森敬祐,土井裕介,長谷川亨,峰野博史,前田義信,山本太郎,砂原秀樹
2010,斉藤裕樹,岡原弘典,義久智樹,石原丈士,松尾俊彦,竹森敬祐,梅津高朗,川原圭博,新井イスマイル,土井裕介,阿倍博信,野秋浩三,砂原秀樹,峰野博史,渡邊晃,清原良三,寺島美昭,平井規郎
2009,横山和俊,岡原弘典,清原良三,神崎映光,下川俊彦,松尾俊彦,田坂和之,斉藤健,大内一成,砂原秀樹,安東孝二,阿倍博信,谷口展郎,西垣正勝,吉田和幸,木下聡,加藤,岡本昌之
2008,上原稔,岡本昌之,安東孝二,河口信夫,清原良三,加藤岳久,下川俊彦,梅津高朗,砂原秀樹,今野将,寺田努,阿倍博信,谷口展郎,棟朝雅晴,山室雅司,中嶋正臣,小林伸幸,与那原亨
2007,加藤由花,新井克也,北口善明,河口信夫,山口弘純,宇田隆哉,児島史秀,砂原秀樹,今野将,阿倍博信,藤野信次,森信一郎,中山裕子,岸上順一,柏谷篤,垂水浩幸,塚本昌彦
2006,加藤由花,新井克也,北口善明,河口信夫,山口弘純,宇田隆哉,児島史秀,砂原秀樹,今野将,阿倍博信,藤野信次,森信一郎,中山裕子,岸上順一,柏谷篤,垂水浩幸,塚本昌彦
